filename,original_path,output_path
376480ea-3399-4510-a1f4-6624cfd07fe1_content_list.json,C:\Users\mille\MinerU\1_Percent_Lists_Franchises_LLC_FDD_2024_ID636922.pdf-b4659628-f31d-489c-89b1-6964dd2bb528\376480ea-3399-4510-a1f4-6624cfd07fe1_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\376480ea-3399-4510-a1f4-6624cfd07fe1_analysis_result.json
2dc9b9c7-54ff-4d4d-8dcf-f26b130e4821_content_list.json,C:\Users\mille\MinerU\1_Tom_Plumber_Global_Inc_FDD_2024_ID636010.pdf-563ddd1a-0cad-4a91-850a-a5250b51c84a\2dc9b9c7-54ff-4d4d-8dcf-f26b130e4821_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\2dc9b9c7-54ff-4d4d-8dcf-f26b130e4821_analysis_result.json
a22964ca-7d8b-4d9a-bc7d-d582e28db8d4_content_list.json,C:\Users\mille\MinerU\2nd_Family_Franchising_LLC_FDD_2024_ID636832.pdf-f3381dac-3175-4d13-b7f7-ee17c5422e0b\a22964ca-7d8b-4d9a-bc7d-d582e28db8d4_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\a22964ca-7d8b-4d9a-bc7d-d582e28db8d4_analysis_result.json
8ca4288b-cecc-4a2c-8528-a40b61a612e6_content_list.json,C:\Users\mille\MinerU\30_Minute_Hit_USA_LLC_FDD_2024_ID636138.pdf-dc1a8e9b-54aa-46f8-a6a5-111db67fe4c1\8ca4288b-cecc-4a2c-8528-a40b61a612e6_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\8ca4288b-cecc-4a2c-8528-a40b61a612e6_analysis_result.json
6e392aad-7458-49a0-ab97-39886dbcd5fc_content_list.json,C:\Users\mille\MinerU\360BRANDS_INC_FDD_2024_ID635448.pdf-16dd9726-477e-4f82-a5ec-8a1c644a549b\6e392aad-7458-49a0-ab97-39886dbcd5fc_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\6e392aad-7458-49a0-ab97-39886dbcd5fc_analysis_result.json
66cec3c9-a95a-4e66-ac3e-b74c07c566d5_content_list.json,C:\Users\mille\MinerU\360_Painting_LLC_FDD_2024_ID636557.pdf-cbbce9df-54f7-4e15-bb92-c9cd72257e6c\66cec3c9-a95a-4e66-ac3e-b74c07c566d5_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\66cec3c9-a95a-4e66-ac3e-b74c07c566d5_analysis_result.json
2b530a55-5ca4-46d5-8ff5-e07b34ae233a_content_list.json,C:\Users\mille\MinerU\4Ever_Franchisor_LLC_FDD_2024_ID636375.pdf-2b13a599-0c20-4609-8407-86f0df3331cc\2b530a55-5ca4-46d5-8ff5-e07b34ae233a_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\2b530a55-5ca4-46d5-8ff5-e07b34ae233a_analysis_result.json
df91676b-b406-4b78-a5b5-dc737fa66c14_content_list.json,C:\Users\mille\MinerU\911_Restoration_Franchise_Inc_FDD_2024_ID636194.pdf-12574d0f-35a4-4a91-a8ab-193f9032db1d\df91676b-b406-4b78-a5b5-dc737fa66c14_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\df91676b-b406-4b78-a5b5-dc737fa66c14_analysis_result.json
99e2dfde-b8b9-45d3-a0ab-37105ffbe625_content_list.json,C:\Users\mille\MinerU\9Round_Holding_Company_LLC_FDD_2024_ID637123.pdf-c5940011-5adb-405b-b37d-8baf161a7986\99e2dfde-b8b9-45d3-a0ab-37105ffbe625_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\99e2dfde-b8b9-45d3-a0ab-37105ffbe625_analysis_result.json
77a32ace-dc51-48a3-897d-6d45644eff9f_content_list.json,C:\Users\mille\MinerU\A1_Kitchen__Bath_Franchising_LLC_FDD_2024_ID636620.pdf-0f0d2f0d-65e5-4155-8cf8-ec66d897465a\77a32ace-dc51-48a3-897d-6d45644eff9f_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\77a32ace-dc51-48a3-897d-6d45644eff9f_analysis_result.json
dfe2ac6a-7501-4672-a5be-0c79d6e7a5ff_content_list.json,C:\Users\mille\MinerU\AAMCO_TRANSMISSIONS_LLC_FDD_2024_ID636487.pdf-8f3abfb3-d841-433d-b391-0cd73b940d0d\dfe2ac6a-7501-4672-a5be-0c79d6e7a5ff_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\dfe2ac6a-7501-4672-a5be-0c79d6e7a5ff_analysis_result.json
9ac5cc4e-9986-4b56-b8f6-7fa51de95d2e_content_list.json,C:\Users\mille\MinerU\AAMCO_TRANSMISSIONS_LLC_FDD_2024_ID636487.pdf-9632cb28-6fd3-496b-9684-acdce85cd27c\9ac5cc4e-9986-4b56-b8f6-7fa51de95d2e_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\9ac5cc4e-9986-4b56-b8f6-7fa51de95d2e_analysis_result.json
2b4a878a-089c-44d5-8fac-07ba1333f555_content_list.json,C:\Users\mille\MinerU\ABCSP_LLC_FDD_2024_ID636213.pdf-1b71baad-d4c4-4b66-98e4-4953a3f55908\2b4a878a-089c-44d5-8fac-07ba1333f555_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\2b4a878a-089c-44d5-8fac-07ba1333f555_analysis_result.json
e1a623bc-45df-4300-921c-b65483383974_content_list.json,C:\Users\mille\MinerU\ABC_Inc_FDD_2024_ID636947.pdf-875fdab3-08ab-41a0-a7d7-7c44e493dbe9\e1a623bc-45df-4300-921c-b65483383974_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\e1a623bc-45df-4300-921c-b65483383974_analysis_result.json
621c0b45-d56d-4e52-8e24-c45a8f3d4c43_content_list.json,C:\Users\mille\MinerU\ABRA_Franchisor_SPV_LLC_FDD_2024_ID636875.pdf-32f6c770-cec4-4d36-8a74-359206ee1d24\621c0b45-d56d-4e52-8e24-c45a8f3d4c43_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\621c0b45-d56d-4e52-8e24-c45a8f3d4c43_analysis_result.json
acb2f705-7e5e-4186-a05b-77b06438cb13_content_list.json,C:\Users\mille\MinerU\ABS_Franchise_Services_Inc_FDD_2024_ID.pdf-3ecce2d9-f466-446e-a87d-5b428e5e5d11\acb2f705-7e5e-4186-a05b-77b06438cb13_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\acb2f705-7e5e-4186-a05b-77b06438cb13_analysis_result.json
80e8e1be-f115-4b8e-800d-6552770066f1_content_list.json,C:\Users\mille\MinerU\ACASA_Senior_Care_Franchising_Inc_FDD_2024_ID636071.pdf-a8aef5d3-e85e-4585-a0ba-9f25e03035d2\80e8e1be-f115-4b8e-800d-6552770066f1_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\80e8e1be-f115-4b8e-800d-6552770066f1_analysis_result.json
88c96f39-432f-415a-863c-f412d3edb1de_content_list.json,C:\Users\mille\MinerU\Accelerated_Services_Franchise_LLC_FDD_2024_ID636522.pdf-bbab0353-9a02-4273-b20d-4a9eb2b05f53\88c96f39-432f-415a-863c-f412d3edb1de_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\88c96f39-432f-415a-863c-f412d3edb1de_analysis_result.json
e2643c53-2143-4ca2-85e8-a6e8027f6bc5_content_list.json,C:\Users\mille\MinerU\Accurate_Leak_and_Line_LLC_FDD_2024_ID636224.pdf-1d6c57ca-d32d-479a-b149-e632ab73a6a8\e2643c53-2143-4ca2-85e8-a6e8027f6bc5_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\e2643c53-2143-4ca2-85e8-a6e8027f6bc5_analysis_result.json
0dd7f87b-c09c-4c78-b232-50d76898968b_content_list.json,C:\Users\mille\MinerU\Ace_Handyman_Franchising_Inc_FDD_2024_ID635774.pdf-3fa45940-2dca-4881-9852-bfc332d57cc6\0dd7f87b-c09c-4c78-b232-50d76898968b_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\0dd7f87b-c09c-4c78-b232-50d76898968b_analysis_result.json
603b34de-2207-4008-a9a5-8871a71e4fdb_content_list.json,C:\Users\mille\MinerU\Ace_Pickleball_Club_Franchise_LLC_FDD_2024_ID636639.pdf-b880854a-a2b9-42fa-88d1-ee6379461e67\603b34de-2207-4008-a9a5-8871a71e4fdb_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\603b34de-2207-4008-a9a5-8871a71e4fdb_analysis_result.json
928d5e7f-0a51-425b-b846-8fe5c45ca423_content_list.json,C:\Users\mille\MinerU\Ace_Sushi_Franchise_Corporation_FDD_2024_ID636244.pdf-9a1c74b8-7b5a-4ae9-9ce6-b67fcc59c71c\928d5e7f-0a51-425b-b846-8fe5c45ca423_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\928d5e7f-0a51-425b-b846-8fe5c45ca423_analysis_result.json
f47974d6-8b53-428f-8f04-c70f8e0ad2a5_content_list.json,C:\Users\mille\MinerU\ACFN_Franchised_Inc_FDD_2024_ID637589.pdf-887051d5-da95-471b-a615-4abc08a8bb04\f47974d6-8b53-428f-8f04-c70f8e0ad2a5_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\f47974d6-8b53-428f-8f04-c70f8e0ad2a5_analysis_result.json
3749f760-57de-4321-ad3e-92a157c6daa9_content_list.json,C:\Users\mille\MinerU\ActiKare_Inc_FDD_2024_ID635456.pdf-2f113db8-1adf-45c3-a3cb-952160c0c595\3749f760-57de-4321-ad3e-92a157c6daa9_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\3749f760-57de-4321-ad3e-92a157c6daa9_analysis_result.json
b69d8744-f220-40ae-9b5b-71ac891f4488_content_list.json,C:\Users\mille\MinerU\AD2019_Franchise_LLC_FDD_2024_ID637025.pdf-8c47f0f3-9ee4-4e51-b1ef-73430f42c1fa\b69d8744-f220-40ae-9b5b-71ac891f4488_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\b69d8744-f220-40ae-9b5b-71ac891f4488_analysis_result.json
65792113-5f68-4982-bca7-07058a86a448_content_list.json,C:\Users\mille\MinerU\ADVANCED_FRESH_CONCEPTS_FRANCHISE_CORP_FDD_2024_ID637114.pdf-3d625f50-898a-4a90-8347-7b2e351df7cb\65792113-5f68-4982-bca7-07058a86a448_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\65792113-5f68-4982-bca7-07058a86a448_analysis_result.json
eb098516-0fa3-464b-a9c4-4c573e3e56aa_content_list.json,C:\Users\mille\MinerU\Advanced_Laser_Restoration_LLC_FDD_2024_ID635320.pdf-702d5269-624d-4035-b8e9-23a2c16b990a\eb098516-0fa3-464b-a9c4-4c573e3e56aa_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\eb098516-0fa3-464b-a9c4-4c573e3e56aa_analysis_result.json
07253f04-0ffc-4ba9-b86e-29553b4a32a2_content_list.json,C:\Users\mille\MinerU\Advanced_Mobile_IV_LLC_FDD_2024_ID635321.pdf-ea46a495-5b57-4354-84e3-e9ba7d7114c5\07253f04-0ffc-4ba9-b86e-29553b4a32a2_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\07253f04-0ffc-4ba9-b86e-29553b4a32a2_analysis_result.json
ea7cbc95-d4eb-44cc-94b4-3ad24fdf79dc_content_list.json,C:\Users\mille\MinerU\AdvantaClean_Systems_LLC_FDD_2024_ID635453.pdf-9004a87b-440f-489b-b1d3-7a781851d594\ea7cbc95-d4eb-44cc-94b4-3ad24fdf79dc_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\ea7cbc95-d4eb-44cc-94b4-3ad24fdf79dc_analysis_result.json
6d72d496-e562-4ee5-bbe9-078373d77bb6_content_list.json,C:\Users\mille\MinerU\Aerus_Franchising_LLC_FDD_2024_ID636853.pdf-03623c76-bffa-4ce8-9ed6-a90195f47400\6d72d496-e562-4ee5-bbe9-078373d77bb6_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\6d72d496-e562-4ee5-bbe9-078373d77bb6_analysis_result.json
308a94c6-a8ae-4492-9bb6-fb6cf4575e27_content_list.json,C:\Users\mille\MinerU\AFC_Franchising_LLC_FDD_2024_ID635415.pdf-1b6a293a-30de-4a23-9820-c5521a249201\308a94c6-a8ae-4492-9bb6-fb6cf4575e27_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\308a94c6-a8ae-4492-9bb6-fb6cf4575e27_analysis_result.json
39152bcb-e14c-4d84-a265-671081bc76ad_content_list.json,C:\Users\mille\MinerU\Agile_Pursuits_Franchising_Inc_FDD_2024_ID637400.pdf-2a309e6a-d919-4540-9b44-658be3e3ec30\39152bcb-e14c-4d84-a265-671081bc76ad_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\39152bcb-e14c-4d84-a265-671081bc76ad_analysis_result.json
cceec849-1d6c-42fa-a01e-336281d895d2_content_list.json,C:\Users\mille\MinerU\Aire-Master_of_America_Inc_FDD_2024_ID637045.pdf-039400b9-aaf4-474e-838d-a4bb2114ac64\cceec849-1d6c-42fa-a01e-336281d895d2_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\cceec849-1d6c-42fa-a01e-336281d895d2_analysis_result.json
6f50ea09-5daf-4afa-9fe0-429db4aeabc2_content_list.json,C:\Users\mille\MinerU\Alair_Enterprises_USA_Inc_FDD_2025_ID637596.pdf-115e6409-102e-4045-addb-d14bed0a9817\6f50ea09-5daf-4afa-9fe0-429db4aeabc2_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\6f50ea09-5daf-4afa-9fe0-429db4aeabc2_analysis_result.json
d23ef2a4-e472-4f93-aa55-26856c9ba745_content_list.json,C:\Users\mille\MinerU\Alliance_Franchise_Brands_LLC_FDD_2024_ID.pdf-71ec2fcd-2faa-4daa-b44c-3e0618e48f33\d23ef2a4-e472-4f93-aa55-26856c9ba745_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\d23ef2a4-e472-4f93-aa55-26856c9ba745_analysis_result.json
e1dcf469-0870-4df8-9201-3ac45a0fd5f4_content_list.json,C:\Users\mille\MinerU\Alloy_Personal_Training_LLC_FDD_2024_ID635975.pdf-5547bee8-c134-4213-9136-356764c68df8\e1dcf469-0870-4df8-9201-3ac45a0fd5f4_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\e1dcf469-0870-4df8-9201-3ac45a0fd5f4_analysis_result.json
b8846a86-9e07-4186-a7e1-d508b6eb806e_content_list.json,C:\Users\mille\MinerU\Alloy_Wheel_Franchise_LLC_FDD_2024_ID637572.pdf-2875cd9d-7bc5-4f98-a018-094f3e1ec0a2\b8846a86-9e07-4186-a7e1-d508b6eb806e_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\b8846a86-9e07-4186-a7e1-d508b6eb806e_analysis_result.json
947bba71-fa21-4b68-82fb-15e2d4701398_content_list.json,C:\Users\mille\MinerU\Aloha_Poke_Franchising_LLC_FDD_2024_ID636245.pdf-95fbaf65-9275-49e6-825c-0c97c0f44bcf\947bba71-fa21-4b68-82fb-15e2d4701398_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\947bba71-fa21-4b68-82fb-15e2d4701398_analysis_result.json
83da2932-f70e-47c5-ad8e-b80f1916141b_content_list.json,C:\Users\mille\MinerU\AlphaGraphics_Inc_FDD_2024_ID636333.pdf-34b82149-9d56-4eee-9365-cd31ecc42f1f\83da2932-f70e-47c5-ad8e-b80f1916141b_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\83da2932-f70e-47c5-ad8e-b80f1916141b_analysis_result.json
175e5bef-9ff4-4a9e-a51e-f855d35efef3_content_list.json,C:\Users\mille\MinerU\Amazing_Lash_Franchise_LLC_FDD_2024_ID635816.pdf-149f9c03-ceda-420f-8bdf-25f98a329331\175e5bef-9ff4-4a9e-a51e-f855d35efef3_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\175e5bef-9ff4-4a9e-a51e-f855d35efef3_analysis_result.json
3f3f1c20-8cf9-470b-8473-cfcf0f01af81_content_list.json,C:\Users\mille\MinerU\American_Decorative_Coatings_LLC_FDD_2024_ID635475.pdf-a963526a-9de7-4706-93c2-42ee5a15e8d9\3f3f1c20-8cf9-470b-8473-cfcf0f01af81_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\3f3f1c20-8cf9-470b-8473-cfcf0f01af81_analysis_result.json
6a46e8d5-e133-4da2-aabd-b8b232b61c97_content_list.json,C:\Users\mille\MinerU\American_Freight_Franchisor_LLC_FDD_2024_ID636555.pdf-fb63223a-0d7d-4bc0-9b3f-828cbcb555e8\6a46e8d5-e133-4da2-aabd-b8b232b61c97_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\6a46e8d5-e133-4da2-aabd-b8b232b61c97_analysis_result.json
a2cbb576-302a-4178-b7be-7fb2225b17ff_content_list.json,C:\Users\mille\MinerU\American_Leak_Detection_FDD_2024_ID635621.pdf-6bf243a5-8350-42a5-892f-749608b0ddbc\a2cbb576-302a-4178-b7be-7fb2225b17ff_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\a2cbb576-302a-4178-b7be-7fb2225b17ff_analysis_result.json
fe62db1d-adab-4ee4-9cf8-84177ff8db30_content_list.json,C:\Users\mille\MinerU\American_Shaman_Franchise_System_LLC_FDD_2024_ID636917.pdf-5eb3a1be-b3b0-4c86-bbf9-ee25b473e7e3\fe62db1d-adab-4ee4-9cf8-84177ff8db30_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\fe62db1d-adab-4ee4-9cf8-84177ff8db30_analysis_result.json
61ac770c-031c-4b33-8951-321d0c075491_content_list.json,C:\Users\mille\MinerU\Americas_Music_School_LLC_FDD_2024_ID636305.pdf-3cf77c7e-da36-4a48-b4b1-8d2104ba6afa\61ac770c-031c-4b33-8951-321d0c075491_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\61ac770c-031c-4b33-8951-321d0c075491_analysis_result.json
137c9acc-1aef-4008-a815-a5e0be023575_content_list.json,C:\Users\mille\MinerU\AmericInn_International_LLC_FDD_2024_ID.pdf-13e2643e-1263-4fd6-82f6-378d0513aea3\137c9acc-1aef-4008-a815-a5e0be023575_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\137c9acc-1aef-4008-a815-a5e0be023575_analysis_result.json
e67ec17d-ca27-4604-b263-7ff78e689a49_content_list.json,C:\Users\mille\MinerU\AmSpirit_Franchise_Corporation_FDD_2024_ID635980.pdf-bfebef47-7130-4e60-8920-c5b23f7dae75\e67ec17d-ca27-4604-b263-7ff78e689a49_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\e67ec17d-ca27-4604-b263-7ff78e689a49_analysis_result.json
9bbfdd95-b9be-416c-96e7-60f34760a389_content_list.json,C:\Users\mille\MinerU\Anago_Franchising_Inc_FDD_2024_ID635477.pdf-1aaef64a-03b9-4018-be79-0649e2163cd1\9bbfdd95-b9be-416c-96e7-60f34760a389_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\9bbfdd95-b9be-416c-96e7-60f34760a389_analysis_result.json
0fa0b569-97a9-418a-bec8-36d7f278cc4a_content_list.json,C:\Users\mille\MinerU\Anchored_Tiny_Homes_Franchising_LLC_FDD_2024_ID635911.pdf-0552cf7d-f6cb-4e8f-b6c3-d50349fcf58e\0fa0b569-97a9-418a-bec8-36d7f278cc4a_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\0fa0b569-97a9-418a-bec8-36d7f278cc4a_analysis_result.json
d2257557-a508-4d67-bc04-f1e5aabc6b3d_content_list.json,C:\Users\mille\MinerU\Anchor_Bar_Franchise__Development_LLC_FDD_2024_ID637485.pdf-a2d5123e-931d-48b3-9919-d2cc52523035\d2257557-a508-4d67-bc04-f1e5aabc6b3d_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\d2257557-a508-4d67-bc04-f1e5aabc6b3d_analysis_result.json
5270b01d-3dcb-4ed0-9b81-2ffa372ed627_content_list.json,C:\Users\mille\MinerU\Angry_Chickz_Franchising_LLC_FDD_2024_ID637079.pdf-3fcbe495-03eb-47f5-aa2e-42132f00054f\5270b01d-3dcb-4ed0-9b81-2ffa372ed627_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\5270b01d-3dcb-4ed0-9b81-2ffa372ed627_analysis_result.json
d72b3be6-516c-4635-86fa-63c22347a400_content_list.json,C:\Users\mille\MinerU\ANGRY_CRAB_SHACK_FRANCHISE_LLC_FDD_2024_ID636400.pdf-8766b9d5-2d55-4cfc-9182-65e89cbcee16\d72b3be6-516c-4635-86fa-63c22347a400_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\d72b3be6-516c-4635-86fa-63c22347a400_analysis_result.json
d696c452-686a-4e1c-b887-0fa846b07f06_content_list.json,C:\Users\mille\MinerU\ANNEX_BRANDS_INC_FDD_2025_ID637687.pdf-0f2c2648-277e-4560-b285-0b0bfe029e6b\d696c452-686a-4e1c-b887-0fa846b07f06_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\d696c452-686a-4e1c-b887-0fa846b07f06_analysis_result.json
8e57ec57-d22d-4493-9c47-5c087979a4c4_content_list.json,C:\Users\mille\MinerU\Another_Broken_Egg_of_America_LLC_FDD_2024_ID636035.pdf-a35bccba-144b-4f96-a687-1dd45e459d76\8e57ec57-d22d-4493-9c47-5c087979a4c4_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\8e57ec57-d22d-4493-9c47-5c087979a4c4_analysis_result.json
c9e1ec75-9fbc-416f-8ec0-71b7d12ea6ae_content_list.json,C:\Users\mille\MinerU\Any_Test_Franchising_LLC_FDD_2024_ID.pdf-f6616456-891e-4599-b5bd-58d65d35688f\c9e1ec75-9fbc-416f-8ec0-71b7d12ea6ae_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\c9e1ec75-9fbc-416f-8ec0-71b7d12ea6ae_analysis_result.json
ba937baa-6991-4a67-934f-18ae25cb80cb_content_list.json,C:\Users\mille\MinerU\Apex_Leadership_Franchising_LLC_FDD_2024_ID637385.pdf-8c2cc045-cd14-42f5-9982-2e0e36d24377\ba937baa-6991-4a67-934f-18ae25cb80cb_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\ba937baa-6991-4a67-934f-18ae25cb80cb_analysis_result.json
6de3decb-1ef9-4c4b-86e2-38dbe61b9114_content_list.json,C:\Users\mille\MinerU\Applebees_Franchisor_LLC_FDD_2024_ID635531.pdf-9425748a-ffac-4bf2-b8da-ac2ee5f2865c\6de3decb-1ef9-4c4b-86e2-38dbe61b9114_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\6de3decb-1ef9-4c4b-86e2-38dbe61b9114_analysis_result.json
6821f346-1eb7-4983-8a2a-e57055bed8c4_content_list.json,C:\Users\mille\MinerU\Aqua-Tots_Swim_School_Holding_LLC_FDD_2024_ID636644.pdf-c29b34dd-c855-4884-8c19-b4199a57c8fa\6821f346-1eb7-4983-8a2a-e57055bed8c4_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\6821f346-1eb7-4983-8a2a-e57055bed8c4_analysis_result.json
348acb79-5ecd-445f-8dc5-94d5f891daa0_content_list.json,C:\Users\mille\MinerU\Archadeck_Franchisor_LLC_FDD_2025_ID637677.pdf-69d23ba3-461a-45b1-a70b-bca5498d33c8\348acb79-5ecd-445f-8dc5-94d5f891daa0_content_list.json,c:\Projects\File_Util_App\data\processed_outputs\348acb79-5ecd-445f-8dc5-94d5f891daa0_analysis_result.json
